periodo;cole_area_ubicacion;cole_cod_dane_establecimiento;cole_cod_dane_sede;cole_depto_ubicacion;cole_jornada;cole_mcpio_ubicacion;cole_naturaleza;cole_nombre_establecimiento;cole_nombre_sede;desemp_c_naturales;desemp_ingles;desemp_lectura_critica;desemp_matematicas;desemp_sociales_ciudadanas;estu_dedicacioninternet;estu_dedicacionlecturadiaria;estu_depto_presentacion;estu_depto_reside;estu_mcpio_presentacion;estu_mcpio_reside;punt_c_naturales;punt_global;punt_ingles;punt_lectura_critica;punt_matematicas;punt_sociales_ciudadanas
20242;RURAL;270429060416;270429060416;SUCRE;MAÑANA;MAJAGUAL;OFICIAL;I.E. LA SIERPITA;I.E. LA SIERPITA - SEDE PRINCIPAL;1;A-;1;2;1;Entre 30 y 60 minutos;30 minutos o menos;SUCRE;SUCRE;SAN MARCOS;MAJAGUAL;35;160;34;26;36;30
20242;RURAL;270418000063;270418000063;SUCRE;MAÑANA;LOS PALMITOS;OFICIAL;I.E. MANUELA BELTRAN;I.E. MANUELA BELTRAN - SEDE PRINCIPAL;2;A1;3;3;1;30 minutos o menos;Entre 30 y 60 minutos;SUCRE;SUCRE;SAN PEDRO;LOS PALMITOS;46;232;55;58;52;27
20242;RURAL;270670000211;270670000211;SUCRE;MAÑANA;SAMPUÉS;OFICIAL;I.E. INDIGENA SAN FRANCISCO EL PAKY;I.E. INDIGENA SAN FRANCISCO EL PAKY - SEDE PRINCIPAL;2;A-;3;3;2;Entre 30 y 60 minutos;30 minutos o menos;SUCRE;SUCRE;SINCELEJO;SAMPUÉS;52;259;41;53;60;46
20242;URBANO;170713000453;170713000453;SUCRE;MAÑANA;SAN ONOFRE;OFICIAL;INST EDUC SANTA CLARA;INST EDUC SANTA CLARA;1;A-;3;2;1;Entre 30 y 60 minutos;Entre 1 y 2 horas;SUCRE;SUCRE;SAN ONOFRE;SAN ONOFRE;37;214;29;54;49;36
20242;URBANO;170001000121;170001000121;SUCRE;MAÑANA;SINCELEJO;NO OFICIAL;INSTITUCIÓN EDUCATIVA LICEO PANAMERICANO;I.E.LICEO PANAMERICANO;3;A2;3;4;3;Entre 30 y 60 minutos;No leo por entretenimiento;SUCRE;SUCRE;SINCELEJO;SINCELEJO;68;322;61;60;73;58
20242;URBANO;170001000091;170001000091;SUCRE;SABATINA;SINCELEJO;OFICIAL;INSTITUCION EDUCATIVA RAFAEL NU¿EZ;INSTITUCION EDUCATIVA RAFAEL NU¥EZ;1;A-;2;2;1;Entre 1 y 3 horas;Entre 30 y 60 minutos;SUCRE;SUCRE;SINCELEJO;SINCELEJO;27;174;38;42;38;31
20242;URBANO;170001001429;170001001429;SUCRE;UNICA;SINCELEJO;OFICIAL;INSTITUCION EDUCATIVA JOSE IGNACIO LOPEZ;INSTITUCION EDUCATIVA JOSE IGNACIO LOPEZ;2;A1;3;2;2;Entre 1 y 3 horas;No leo por entretenimiento;SUCRE;SUCRE;SINCELEJO;SINCELEJO;48;231;54;51;39;44
20242;URBANO;170001000180;170001000180;SUCRE;TARDE;SINCELEJO;OFICIAL;INSTITUCION EDUCATIVA ANTONIO  LENIS;INSTITUCION EDUCATIVA ANTONIO  LENIS;2;A-;3;3;3;Entre 1 y 3 horas;Entre 30 y 60 minutos;SUCRE;SUCRE;SINCELEJO;SINCELEJO;50;271;47;54;59;56
20242;URBANO;170001000180;170001000180;SUCRE;TARDE;SINCELEJO;OFICIAL;INSTITUCION EDUCATIVA ANTONIO  LENIS;INSTITUCION EDUCATIVA ANTONIO  LENIS;2;A1;3;2;2;Entre 1 y 3 horas;Entre 30 y 60 minutos;SUCRE;SUCRE;SINCELEJO;SINCELEJO;47;245;50;56;44;49
20242;URBANO;170702002128;170702002128;SUCRE;TARDE;SAN JUAN DE BETULIA;OFICIAL;INST EDUC CONCENTRACION ESCOLAR SAN JUAN;INST EDUC CONCENTRACION ESCOLAR SAN JUAN;2;A-;3;3;2;Entre 1 y 3 horas;Más de 2 horas;SUCRE;SUCRE;COROZAL;SUCRE;51;262;47;55;52;53
20242;URBANO;170473000035;170473000035;SUCRE;TARDE;MORROA;OFICIAL;INST EDUC CRISTOBAL COLON;INST EDUC CRISTOBAL COLON;2;A-;2;3;1;Entre 30 y 60 minutos;No leo por entretenimiento;SUCRE;SUCRE;COROZAL;MORROA;48;240;47;47;62;35
20242;RURAL;270001038351;270001038351;SUCRE;UNICA;SINCELEJO;OFICIAL;INSTITUCION EDUCATIVA TECNICO AGROPECUARIO LA GALLERA;INSTITUCION EDUCATIVA TECNICO AGROPECUARIO LA GALLERA;2;A2;2;2;2;Entre 1 y 3 horas;30 minutos o menos;SUCRE;SUCRE;SINCELEJO;SINCELEJO;48;238;58;48;46;45
20242;URBANO;370820066391;370820066391;SUCRE;MAÑANA;SANTIAGO DE TOLÚ;NO OFICIAL;FUNDACION EDUCATIVA JEAN PIAGET;FUNDACION EDUCATIVA JEAN PIAGET;3;A2;3;3;3;30 minutos o menos;Más de 2 horas;SUCRE;SUCRE;SANTIAGO DE TOLÚ;SANTIAGO DE TOLÚ;56;293;66;61;58;57
20242;URBANO;170771000013;170771000013;SUCRE;MAÑANA;SUCRE;OFICIAL;INST EDUC ELIECER ULLOA;INST EDUC ELIECER ULLOA;3;B1;4;4;4;Entre 30 y 60 minutos;Más de 2 horas;SUCRE;SUCRE;SUCRE;SUCRE;68;359;72;74;72;73
20242;URBANO;370001003871;370001003871;SUCRE;UNICA;SINCELEJO;OFICIAL;INSTITUCION EDUCATIVA SAN JOSE;INSTITUCION EDUCATIVA SAN JOSE;2;A-;3;3;2;Entre 30 y 60 minutos;30 minutos o menos;SUCRE;SUCRE;SINCELEJO;SINCELEJO;43;245;47;56;51;47
20242;RURAL;270678000636;270678000636;SUCRE;MAÑANA;SAN BENITO ABAD;OFICIAL;I.E. EL CAUCHAL;I.E. EL CAUCHAL - SEDE PRINCIPAL;2;A-;3;2;2;Entre 1 y 3 horas;Entre 30 y 60 minutos;SUCRE;SUCRE;SAN MARCOS;SAN BENITO ABAD;47;235;47;54;41;46
20242;URBANO;370820066391;370820066391;SUCRE;MAÑANA;SANTIAGO DE TOLÚ;NO OFICIAL;FUNDACION EDUCATIVA JEAN PIAGET;FUNDACION EDUCATIVA JEAN PIAGET;2;A-;3;3;1;Entre 30 y 60 minutos;Más de 2 horas;SUCRE;SUCRE;SANTIAGO DE TOLÚ;SANTIAGO DE TOLÚ;48;243;44;51;57;40
20242;RURAL;270001000109;270001000109;SUCRE;UNICA;SINCELEJO;OFICIAL;INSTITUCI¿N EDUCATIVA TECNICO AGROPECUARIO LA ARENA;INSTITUCIÀN EDUCATIVA TECNICO AGROPECUARIO LA ARENA;1;A-;2;2;1;Entre 1 y 3 horas;30 minutos o menos;SUCRE;SUCRE;SINCELEJO;SINCELEJO;38;203;38;45;47;33
20242;URBANO;170001038811;170001038811;SUCRE;UNICA;SINCELEJO;OFICIAL;INSTITUCION EDUCATIVA NUEVA ESPERANZA;INSTITUCION EDUCATIVA NUEVA ESPERANZA;2;A-;2;3;1;Entre 1 y 3 horas;Entre 30 y 60 minutos;SUCRE;SUCRE;SINCELEJO;SINCELEJO;43;222;35;47;52;39
20242;URBANO;170001001658;170001001658;SUCRE;UNICA;SINCELEJO;OFICIAL;INSTITUCION EDUCATIVA SIMON ARAUJO;INSTITUCION EDUCATIVA SIMON ARAUJO;1;A1;3;2;1;Más de 3 horas;No leo por entretenimiento;SUCRE;SUCRE;SINCELEJO;SINCELEJO;38;213;51;53;44;33
20242;URBANO;270820005829;270820005829;SUCRE;MAÑANA;COVEÑAS;OFICIAL;I.E. ISMAEL CONTRERAS MENESES;I.E. ISMAEL CONTRERAS MENESES - SEDE PRINCIPAL;3;A-;3;3;1;30 minutos o menos;Entre 30 y 60 minutos;SUCRE;SUCRE;COVEÑAS;COVEÑAS;57;264;41;58;61;39
20242;URBANO;370820800039;370820800039;SUCRE;SABATINA;SANTIAGO DE TOLÚ;NO OFICIAL;INSTITUCION EDUCATIVA PARA JOVENES Y ADULTOS PAULO FREIRE;INSTITUCION EDUCATIVA PARA JOVENES Y ADULTOS PAULO FREIRE - SEDE PRINCIPAL;1;A-;1;1;1;Entre 30 y 60 minutos;Más de 2 horas;SUCRE;SUCRE;SANTIAGO DE TOLÚ;SANTIAGO DE TOLÚ;36;178;40;33;35;37
20242;RURAL;270001003361;270001003361;SUCRE;UNICA;SINCELEJO;OFICIAL;INSTITUCION EDUCATIVA SAN ISIDRO DE CHOCHO;INSTITUCION EDUCATIVA SAN ISIDRO DE CHOCHO;2;A-;1;2;1;Entre 30 y 60 minutos;Entre 30 y 60 minutos;SUCRE;SUCRE;SINCELEJO;SINCELEJO;42;185;44;35;37;32
20242;URBANO;170001000112;170001000112;SUCRE;UNICA;SINCELEJO;OFICIAL;INSTITUCION EDUCATIVA PARA POBLACIONES ESPECIALES;INSTITUCION EDUCATIVA PARA POBLACIONES ESPECIALES;2;A-;2;3;1;Entre 1 y 3 horas;No leo por entretenimiento;SUCRE;SUCRE;SINCELEJO;SINCELEJO;44;223;41;46;58;32
20242;URBANO;170820000121;170820000121;SUCRE;MAÑANA;SANTIAGO DE TOLÚ;OFICIAL;INST EDUC LUIS PATRON ROSANO;INST EDUC LUIS PATRON ROSANO;2;A1;3;3;2;30 minutos o menos;30 minutos o menos;SUCRE;SUCRE;SANTIAGO DE TOLÚ;SANTIAGO DE TOLÚ;49;263;48;57;55;51
20242;URBANO;170820000121;170820000121;SUCRE;MAÑANA;SANTIAGO DE TOLÚ;OFICIAL;INST EDUC LUIS PATRON ROSANO;INST EDUC LUIS PATRON ROSANO;1;A-;2;1;1;30 minutos o menos;30 minutos o menos;SUCRE;SUCRE;SANTIAGO DE TOLÚ;SANTIAGO DE TOLÚ;40;193;38;47;31;37
20242;URBANO;370820800039;370820800039;SUCRE;SABATINA;SANTIAGO DE TOLÚ;NO OFICIAL;INSTITUCION EDUCATIVA PARA JOVENES Y ADULTOS PAULO FREIRE;INSTITUCION EDUCATIVA PARA JOVENES Y ADULTOS PAULO FREIRE - SEDE PRINCIPAL;1;A-;2;2;1;Entre 30 y 60 minutos;No leo por entretenimiento;SUCRE;SUCRE;SANTIAGO DE TOLÚ;SANTIAGO DE TOLÚ;37;180;0;43;44;32
20242;RURAL;270235000391;270235000391;SUCRE;MAÑANA;GALERAS;OFICIAL;I.E. BARAYA;I.E. BARAYA - SEDE PRINCIPAL;1;A-;2;1;1;30 minutos o menos;Entre 1 y 2 horas;SUCRE;SUCRE;GALERAS;GALERAS;40;189;38;46;35;30
20242;URBANO;370001039395;370001039395;SUCRE;MAÑANA;SINCELEJO;NO OFICIAL;CENTRO EDUCATIVO LICEO PANAMERICANO;CENTRO EDUCATIVO LICEO PANAMERICANO - SEDE PRINCIPAL;3;A2;3;3;3;Entre 1 y 3 horas;30 minutos o menos;SUCRE;SUCRE;SINCELEJO;SINCELEJO;66;314;67;59;61;64
20242;URBANO;370708000762;370708000762;SUCRE;COMPLETA;SAN MARCOS;NO OFICIAL;COLEGIO MARIA AUXILIADORA;COLEGIO MARIA AUXILIADORA;2;A2;4;2;3;Entre 1 y 3 horas;Entre 30 y 60 minutos;SUCRE;SUCRE;SAN MARCOS;SAN MARCOS;54;293;65;72;49;57
20242;URBANO;370221066318;370221066318;SUCRE;MAÑANA;COVEÑAS;NO OFICIAL;LICEO BEULA;LICEO BEULA - SEDE PRINCIPAL;3;A1;3;4;3;;;SUCRE;SUCRE;COVEÑAS;COVEÑAS;68;337;54;61;75;70
20242;URBANO;370001003871;370001003871;SUCRE;UNICA;SINCELEJO;OFICIAL;INSTITUCION EDUCATIVA SAN JOSE;INSTITUCION EDUCATIVA SAN JOSE;1;A-;2;2;1;30 minutos o menos;No leo por entretenimiento;SUCRE;SUCRE;SINCELEJO;SINCELEJO;39;203;46;43;42;37
20242;URBANO;170001000431;170001000431;SUCRE;MAÑANA;SINCELEJO;OFICIAL;INSTITUCION EDUCATIVA MADRE AMALIA;INSTITUCION EDUCATIVA MADRE AMALIA;1;A1;3;2;2;30 minutos o menos;No leo por entretenimiento;SUCRE;SUCRE;SINCELEJO;SINCELEJO;39;243;51;58;47;50
20242;RURAL;170708000364;170708000364;SUCRE;MAÑANA;SAN MARCOS;OFICIAL;I.E. TÉCNICO AGROPECUARIO EL LIMON;I.E. TÉCNICO AGROPECUARIO EL LIMON - SEDE PRINCIPAL;1;A-;1;1;1;;;SUCRE;SUCRE;SAN MARCOS;SAN MARCOS;33;141;33;29;16;33
20242;RURAL;170713013601;170713013601;SUCRE;MAÑANA;SAN ONOFRE;OFICIAL;INST EDUC TEC AGRO SAN ONOFRE DE TOROBE;INST EDUC TEC AGRO SAN ONOFRE DE TOROBÉ;1;A-;1;1;1;;;SUCRE;SUCRE;SAN ONOFRE;SAN ONOFRE;36;160;37;33;28;29
20242;URBANO;370418000122;370418000122;SUCRE;MAÑANA;LOS PALMITOS;OFICIAL;I.E. LOS PALMITOS;I.E. LOS PALMITOS - SEDE PRINCIPAL;2;A1;3;2;2;30 minutos o menos;Entre 1 y 2 horas;SUCRE;SUCRE;COROZAL;LOS PALMITOS;48;242;55;51;47;45
20242;URBANO;370215000267;370215000267;SUCRE;MAÑANA;COROZAL;NO OFICIAL;COLEGIO PESTALOZZIANO;COLEGIO PESTALOZZIANO;3;A2;3;3;3;Entre 1 y 3 horas;30 minutos o menos;SUCRE;SUCRE;COROZAL;COROZAL;56;293;63;55;66;56
20242;URBANO;370820800039;370820800039;SUCRE;SABATINA;SANTIAGO DE TOLÚ;NO OFICIAL;INSTITUCION EDUCATIVA PARA JOVENES Y ADULTOS PAULO FREIRE;INSTITUCION EDUCATIVA PARA JOVENES Y ADULTOS PAULO FREIRE - SEDE PRINCIPAL;1;A-;2;2;1;Más de 3 horas;No leo por entretenimiento;SUCRE;SUCRE;SANTIAGO DE TOLÚ;SANTIAGO DE TOLÚ;36;182;29;40;38;34
20242;RURAL;270713000547;270713000547;SUCRE;TARDE;SAN ONOFRE;OFICIAL;I.E. EL RINCON;I.E. EL RINCON - SEDE PRINCIPAL;1;A1;2;2;1;Entre 30 y 60 minutos;30 minutos o menos;SUCRE;SUCRE;SAN ONOFRE;SAN ONOFRE;31;188;48;38;47;31
20242;RURAL;270215000823;270215000823;SUCRE;MAÑANA;EL ROBLE;OFICIAL;INST EDUC SAN FRANCISCO;INST EDUC SAN FRANCISCO;1;A-;1;2;1;30 minutos o menos;No leo por entretenimiento;SUCRE;SUCRE;SAN LUIS DE SINCÉ;EL ROBLE;29;163;30;33;38;31
20242;URBANO;170717000059;170717800004;SUCRE;MAÑANA;SAN PEDRO;OFICIAL;I.E. SANTA ROSA DE LIMA;ANTIGUA CUBANA;2;A2;2;3;2;Entre 1 y 3 horas;30 minutos o menos;SUCRE;SUCRE;SAN PEDRO;SAN PEDRO;55;257;61;46;56;45
20242;RURAL;270702000120;270702000120;SUCRE;MAÑANA;SAN JUAN DE BETULIA;OFICIAL;I.E.  SABANETA;I.E. SABANETA - SEDE PRINCIPAL;1;A-;2;2;2;Entre 1 y 3 horas;Entre 30 y 60 minutos;SUCRE;SUCRE;COROZAL;SAN JUAN DE BETULIA;34;222;38;50;49;47
20242;URBANO;170702000150;170702000150;SUCRE;MAÑANA;SAN JUAN DE BETULIA;OFICIAL;I.E. SAN JUAN BAUTISTA;I.E. SAN JUAN BAUTISTA - SEDE PRINCIPAL;1;A-;1;1;1;No Navega Internet;Más de 2 horas;SUCRE;SUCRE;COROZAL;SAN JUAN DE BETULIA;35;164;39;30;35;29
20242;RURAL;270823000160;270823000160;SUCRE;MAÑANA;TOLÚ VIEJO;OFICIAL;INSTITUCION EDUCATIVA MACAJAN;I.E. MACAJAN - SEDE PRICIPAL;1;A-;2;2;1;Entre 1 y 3 horas;Entre 30 y 60 minutos;SUCRE;SUCRE;SINCELEJO;TOLÚ VIEJO;39;191;37;36;40;38
20242;URBANO;170001000414;170001000414;SUCRE;UNICA;SINCELEJO;OFICIAL;INSTITUCION EDUCATIVA NORMAL SUPERIOR DE SINCELEJO;INSTITUCION EDUCATIVA NORMAL SUPERIOR DE SINCELEJO;1;A-;2;2;1;30 minutos o menos;30 minutos o menos;SUCRE;SUCRE;SINCELEJO;SINCELEJO;40;203;43;43;43;36
20242;URBANO;170001001429;170001001429;SUCRE;UNICA;SINCELEJO;OFICIAL;INSTITUCION EDUCATIVA JOSE IGNACIO LOPEZ;INSTITUCION EDUCATIVA JOSE IGNACIO LOPEZ;2;A-;2;2;1;30 minutos o menos;30 minutos o menos;SUCRE;SUCRE;SINCELEJO;SINCELEJO;44;208;32;46;47;33
20242;URBANO;170001001658;170001001658;SUCRE;UNICA;SINCELEJO;OFICIAL;INSTITUCION EDUCATIVA SIMON ARAUJO;INSTITUCION EDUCATIVA SIMON ARAUJO;2;A1;3;3;2;No Navega Internet;30 minutos o menos;SUCRE;SUCRE;SINCELEJO;SINCELEJO;48;248;54;52;54;43
20242;URBANO;170001000414;170001000414;SUCRE;UNICA;SINCELEJO;OFICIAL;INSTITUCION EDUCATIVA NORMAL SUPERIOR DE SINCELEJO;INSTITUCION EDUCATIVA NORMAL SUPERIOR DE SINCELEJO;2;A-;3;2;2;Entre 30 y 60 minutos;30 minutos o menos;SUCRE;SUCRE;SINCELEJO;SINCELEJO;49;249;44;55;46;51
20242;URBANO;170001038314;170001038314;SUCRE;UNICA;SINCELEJO;OFICIAL;INSTITUCION EDUCATIVA VEINTE DE ENERO;INSTITUCION EDUCATIVA 20 DE ENERO;3;A2;3;3;3;Más de 3 horas;Más de 2 horas;SUCRE;SUCRE;SINCELEJO;SINCELEJO;61;307;66;61;59;63
20242;URBANO;170717000008;170717000008;SUCRE;MAÑANA;SAN PEDRO;OFICIAL;INST EDUC SAN JUAN BOSCO;INST EDUC SAN JUAN BOSCO;2;A-;2;2;2;Más de 3 horas;No leo por entretenimiento;SUCRE;SUCRE;SAN PEDRO;SAN PEDRO;44;220;38;49;39;46
20242;URBANO;170820000121;170820000121;SUCRE;MAÑANA;SANTIAGO DE TOLÚ;OFICIAL;INST EDUC LUIS PATRON ROSANO;INST EDUC LUIS PATRON ROSANO;2;A1;4;3;2;Entre 30 y 60 minutos;Entre 30 y 60 minutos;SUCRE;SUCRE;SANTIAGO DE TOLÚ;SANTIAGO DE TOLÚ;53;276;51;67;51;51
20242;URBANO;170001001429;170001001429;SUCRE;UNICA;SINCELEJO;OFICIAL;INSTITUCION EDUCATIVA JOSE IGNACIO LOPEZ;INSTITUCION EDUCATIVA JOSE IGNACIO LOPEZ;2;A-;3;3;3;Entre 30 y 60 minutos;Entre 1 y 2 horas;SUCRE;SUCRE;SINCELEJO;SINCELEJO;46;259;35;56;53;58
20242;URBANO;170001000414;170001000414;SUCRE;UNICA;SINCELEJO;OFICIAL;INSTITUCION EDUCATIVA NORMAL SUPERIOR DE SINCELEJO;INSTITUCION EDUCATIVA NORMAL SUPERIOR DE SINCELEJO;3;A2;4;4;4;Más de 3 horas;30 minutos o menos;SUCRE;SUCRE;SINCELEJO;SINCELEJO;68;351;64;68;73;74
20242;URBANO;170001000180;170001000180;SUCRE;MAÑANA;SINCELEJO;OFICIAL;INSTITUCION EDUCATIVA ANTONIO  LENIS;INSTITUCION EDUCATIVA ANTONIO  LENIS;2;A-;3;2;2;Más de 3 horas;30 minutos o menos;SUCRE;SUCRE;SINCELEJO;SINCELEJO;43;243;42;55;47;52
20242;URBANO;170742000080;170742000080;SUCRE;MAÑANA;SAN LUIS DE SINCÉ;OFICIAL;INST EDUC ANTONIA SANTOS;INST EDUC ANTONIA SANTOS;2;A-;2;3;2;Entre 1 y 3 horas;30 minutos o menos;SUCRE;SUCRE;SAN LUIS DE SINCÉ;SAN LUIS DE SINCÉ;44;243;47;50;52;49
20242;URBANO;170001003758;170001003758;SUCRE;TARDE;SINCELEJO;OFICIAL;INSTITUCION EDUCATIVA ROGELIO RODRIGUEZ SEVERICHE;INSTITUCION EDUCATIVA ROGELIO RODRIGUEZ SEVERICHE;1;A-;2;2;2;Entre 30 y 60 minutos;No leo por entretenimiento;SUCRE;SUCRE;SINCELEJO;SINCELEJO;37;207;40;46;41;42
20242;RURAL;270670000157;270670000157;SUCRE;SABATINA;SAMPUÉS;OFICIAL;INST EDUC SAN LUIS BELTRAN;INST EDUC SAN LUIS BELTRAN;2;A-;2;2;1;;;SUCRE;SUCRE;SINCELEJO;SAMPUÉS;43;213;38;48;47;34
20242;URBANO;170001001917;170001001917;SUCRE;UNICA;SINCELEJO;OFICIAL;INSTITUCION EDUCATIVA SAN JOSE C.I.P;INSTITUCION EDUCATIVA SAN JOSE C.I.P;2;A-;2;2;1;30 minutos o menos;Entre 30 y 60 minutos;SUCRE;SUCRE;SINCELEJO;SINCELEJO;41;184;34;37;40;30
20242;RURAL;270265003122;270265003122;SUCRE;MAÑANA;GUARANDA;OFICIAL;I.E. GAVALDÁ;I.E. GAVALDÁ - SEDE PRINCIPAL;3;A1;2;3;2;Entre 30 y 60 minutos;Entre 30 y 60 minutos;SUCRE;SUCRE;SAN MARCOS;GUARANDA;58;261;54;47;60;43
20242;RURAL;270678009625;270678009625;SUCRE;MAÑANA;SAN BENITO ABAD;OFICIAL;I.E.T.A. OPCION PESCA;I.E.T.A. OPCION PESCA - SEDE PRINCIPAL;2;A-;2;2;1;Entre 1 y 3 horas;30 minutos o menos;SUCRE;SUCRE;GALERAS;SAN BENITO ABAD;45;201;33;44;40;34
20242;URBANO;170001000414;170001000414;SUCRE;UNICA;SINCELEJO;OFICIAL;INSTITUCION EDUCATIVA NORMAL SUPERIOR DE SINCELEJO;INSTITUCION EDUCATIVA NORMAL SUPERIOR DE SINCELEJO;2;A1;3;2;2;Entre 1 y 3 horas;30 minutos o menos;SUCRE;SUCRE;SINCELEJO;SINCELEJO;42;233;55;52;45;45
20242;URBANO;370820066326;370820066326;SUCRE;MAÑANA;SANTIAGO DE TOLÚ;NO OFICIAL;LICEO PEDAGOGICO LOS ANGELES;INST PEDAGOGICO LOS ANGELES;2;A1;3;2;2;Entre 30 y 60 minutos;Más de 2 horas;SUCRE;SUCRE;SANTIAGO DE TOLÚ;SANTIAGO DE TOLÚ;47;252;51;57;45;52
20242;URBANO;170001001224;170001001224;SUCRE;UNICA;SINCELEJO;OFICIAL;INSTITUCION EDUCATIVA SAN VICENTE DE PAUL;INSTITUCION EDUCATIVA SAN VICENTE DE PAUL;2;A1;3;3;2;Entre 1 y 3 horas;30 minutos o menos;SUCRE;SUCRE;SINCELEJO;SINCELEJO;48;256;54;54;53;49
20242;URBANO;170742000071;170742000071;SUCRE;MAÑANA;SAN LUIS DE SINCÉ;OFICIAL;INST EDUC SAN JUAN BAUTISTA DE LA SALLE;INST EDUC SAN JUAN BAUTISTA DE LA SALLE;2;A1;3;2;1;Entre 30 y 60 minutos;Entre 1 y 2 horas;SUCRE;SUCRE;SAN LUIS DE SINCÉ;SAN LUIS DE SINCÉ;50;223;48;56;38;33
20242;URBANO;370820800039;370820800039;SUCRE;SABATINA;SANTIAGO DE TOLÚ;NO OFICIAL;INSTITUCION EDUCATIVA PARA JOVENES Y ADULTOS PAULO FREIRE;INSTITUCION EDUCATIVA PARA JOVENES Y ADULTOS PAULO FREIRE - SEDE PRINCIPAL;2;A1;3;2;1;No Navega Internet;No leo por entretenimiento;SUCRE;SUCRE;SANTIAGO DE TOLÚ;SANTIAGO DE TOLÚ;41;209;48;51;43;30
20242;URBANO;170429000010;170429000010;SUCRE;MAÑANA;MAJAGUAL;OFICIAL;I.E. SAN JOSE;I.E. SAN JOSE - SEDE PRINCIPAL;2;A-;2;2;1;;;SUCRE;SUCRE;MAJAGUAL;MAJAGUAL;44;208;45;45;36;40
20242;URBANO;370708060374;370708060374;SUCRE;SABATINA;SAN MARCOS;NO OFICIAL;FUNDACION EDUCATIVA ROBERTO VILLEGAS;FUNDACION EDUCATIVA ROBERTO VILLEGAS - SEDE PRINCIPAL;1;A-;1;1;1;Entre 1 y 3 horas;Entre 30 y 60 minutos;SUCRE;SUCRE;SAN MARCOS;SAN MARCOS;33;139;31;24;24;29
20242;URBANO;170400000011;170400000011;SUCRE;MAÑANA;LA UNIÓN;OFICIAL;I.E. LA UNION;I.E. LA UNION - SEDE PRINCIPAL;3;A-;2;3;2;30 minutos o menos;30 minutos o menos;CORDOBA;SUCRE;SAHAGÚN;LA UNIÓN;63;274;44;48;68;44
20242;RURAL;270670000017;270670000017;SUCRE;MAÑANA;SAMPUÉS;OFICIAL;INST EDUC INDIGENA TEC AGRO DE ESCOBAR ARRIBA;INST EDUC INDIGENA TEC AGRO DE ESCOBAR ARRIBA;2;A-;2;3;1;30 minutos o menos;Entre 30 y 60 minutos;SUCRE;SUCRE;SINCELEJO;SAMPUÉS;42;212;38;45;52;32
20242;URBANO;370820066296;370820066296;SUCRE;MAÑANA;COVEÑAS;OFICIAL;I.E. COLEGIO NAVAL DE COVEÑAS;I.E. COLEGIO NAVAL DE COVEÑAS;3;;3;3;3;Entre 1 y 3 horas;Entre 30 y 60 minutos;SUCRE;SUCRE;COVEÑAS;COVEÑAS;64;302;;54;68;56
20242;RURAL;370771000071;370771000071;SUCRE;MAÑANA;SUCRE;OFICIAL;I.E. PUEBLO NUEVO;I.E. PUEBLO NUEVO - SEDE PRINCIPAL;1;A-;1;1;1;No Navega Internet;30 minutos o menos;SUCRE;SUCRE;SUCRE;SUCRE;38;149;34;29;25;26
20242;URBANO;170717000008;170717000008;SUCRE;MAÑANA;SAN PEDRO;OFICIAL;INST EDUC SAN JUAN BOSCO;INST EDUC SAN JUAN BOSCO;1;A-;2;2;2;Entre 30 y 60 minutos;No leo por entretenimiento;SUCRE;SUCRE;SAN PEDRO;SAN PEDRO;33;188;40;38;38;41
20242;URBANO;170001001861;170001001861;SUCRE;UNICA;SINCELEJO;OFICIAL;INSTITUCION EDUCATIVA TECNICO INDUSTRIAL ANTONIO PRIETO;INSTITUCION EDUCATIVA TECNICO INDUSTRIAL ANTONIO PRIETO;3;A1;2;2;1;Más de 3 horas;Entre 30 y 60 minutos;SUCRE;SUCRE;SINCELEJO;SINCELEJO;56;233;56;48;48;31
20242;URBANO;170001000414;170001000414;SUCRE;UNICA;SINCELEJO;OFICIAL;INSTITUCION EDUCATIVA NORMAL SUPERIOR DE SINCELEJO;INSTITUCION EDUCATIVA NORMAL SUPERIOR DE SINCELEJO;2;A1;3;3;3;Entre 30 y 60 minutos;Más de 2 horas;SUCRE;SUCRE;SINCELEJO;SINCELEJO;55;290;56;62;55;61
20242;URBANO;370215060103;370215060103;SUCRE;COMPLETA;COROZAL;NO OFICIAL;INSTITUCION EDUCATIVA TERCER MILENIO;INSTITUCION EDUCATIVA TERCER MILENIO;3;A2;4;4;4;Entre 30 y 60 minutos;No leo por entretenimiento;SUCRE;SUCRE;COROZAL;COROZAL;56;342;65;71;77;71
20242;RURAL;270823000160;270823000160;SUCRE;MAÑANA;TOLÚ VIEJO;OFICIAL;INSTITUCION EDUCATIVA MACAJAN;I.E. MACAJAN - SEDE PRICIPAL;2;A1;2;3;2;30 minutos o menos;30 minutos o menos;SUCRE;SUCRE;SINCELEJO;TOLÚ VIEJO;54;252;48;40;59;49
20242;URBANO;170708000038;170708000038;SUCRE;MAÑANA;SAN MARCOS;OFICIAL;INST EDUC SAN MARCOS;INST EDUC SAN MARCOS;3;A1;3;3;2;Entre 1 y 3 horas;No leo por entretenimiento;SUCRE;SUCRE;SAN MARCOS;SAN MARCOS;57;276;54;56;62;46
