periodo;cole_area_ubicacion;cole_cod_dane_establecimiento;cole_cod_dane_sede;cole_depto_ubicacion;cole_jornada;cole_mcpio_ubicacion;cole_naturaleza;cole_nombre_establecimiento;cole_nombre_sede;desemp_c_naturales;desemp_ingles;desemp_lectura_critica;desemp_matematicas;desemp_sociales_ciudadanas;estu_dedicacioninternet;estu_dedicacionlecturadiaria;estu_depto_presentacion;estu_depto_reside;estu_mcpio_presentacion;estu_mcpio_reside;punt_c_naturales;punt_global;punt_ingles;punt_lectura_critica;punt_matematicas;punt_sociales_ciudadanas
20242;RURAL;270823000160;270823000160;SUCRE;MAÑANA;TOLÚ VIEJO;OFICIAL;INSTITUCION EDUCATIVA MACAJAN;I.E. MACAJAN - SEDE PRICIPAL;3;A1;4;3;2;Entre 30 y 60 minutos;30 minutos o menos;SUCRE;SUCRE;SANTIAGO DE TOLÚ;TOLÚ VIEJO;62;301;48;67;63;53
20242;URBANO;170001000431;170001000431;SUCRE;MAÑANA;SINCELEJO;OFICIAL;INSTITUCION EDUCATIVA MADRE AMALIA;INSTITUCION EDUCATIVA MADRE AMALIA;1;A1;2;3;2;Más de 3 horas;Más de 2 horas;SUCRE;SUCRE;SINCELEJO;SINCELEJO;36;225;48;49;52;42
20242;URBANO;170230000053;170230000053;SUCRE;MAÑANA;CHALÁN;OFICIAL;I.E. CHALAN;I.E. CHALAN - SEDE PRINCIPAL;2;A-;2;1;1;;;SUCRE;SUCRE;SINCELEJO;CHALÁN;50;203;34;46;34;35
20242;URBANO;370001002173;370001002173;SUCRE;MAÑANA;SINCELEJO;NO OFICIAL;INS EDU LICEO 20 DE JULIO (ANTIGUO LICEO 20 DE JULIO);INS EDU LICEO 20 DE JULIO (ANTIGUO LICEO 20 DE JULIO);3;A2;3;3;3;;;SUCRE;SUCRE;SINCELEJO;SINCELEJO;57;292;67;60;53;61
20242;RURAL;270523000192;270523000192;SUCRE;MAÑANA;PALMITO;OFICIAL;I.E. INDÍGENA EL MARTILLO;I.E. INDÍGENA EL MARTILLO - SEDE PRINCIPAL;1;A-;1;1;1;Entre 30 y 60 minutos;30 minutos o menos;SUCRE;SUCRE;SINCELEJO;PALMITO;36;175;31;34;35;36
20242;RURAL;270215000017;270215000017;SUCRE;MAÑANA;EL ROBLE;OFICIAL;I.E.T. AGRO ANIBAL GANDARA CAMPO;I.E.T. AGRO ANIBAL GANDARA CAMPO - SEDE PRINCIPAL;2;A-;2;3;2;Entre 30 y 60 minutos;30 minutos o menos;SUCRE;SUCRE;GALERAS;EL ROBLE;50;250;46;47;52;52
20242;RURAL;270823000160;270823000160;SUCRE;MAÑANA;TOLÚ VIEJO;OFICIAL;INSTITUCION EDUCATIVA MACAJAN;I.E. MACAJAN - SEDE PRICIPAL;3;A1;3;3;2;;;SUCRE;SUCRE;SINCELEJO;TOLÚ VIEJO;58;279;48;61;55;52
20242;URBANO;170001000431;170001000431;SUCRE;MAÑANA;SINCELEJO;OFICIAL;INSTITUCION EDUCATIVA MADRE AMALIA;INSTITUCION EDUCATIVA MADRE AMALIA;4;B1;4;3;3;Entre 1 y 3 horas;30 minutos o menos;SUCRE;SUCRE;SINCELEJO;SINCELEJO;71;337;70;68;68;62
20242;URBANO;170215000977;170215000977;SUCRE;TARDE;COROZAL;OFICIAL;I.E. NORMAL SUPERIOR DE COROZAL;I.E. NORMAL SUPERIOR DE COROZAL - SEDE PRINCIPAL;2;A1;2;3;2;30 minutos o menos;No leo por entretenimiento;SUCRE;SUCRE;COROZAL;COROZAL;50;253;51;47;56;49
20242;URBANO;170235000108;170235000108;SUCRE;NOCHE;GALERAS;OFICIAL;INST EDUC SAN ROQUE;INST EDUC SAN ROQUE;2;A-;2;2;1;30 minutos o menos;30 minutos o menos;SUCRE;SUCRE;GALERAS;GALERAS;42;192;31;43;37;34
20242;URBANO;170001000198;170001000198;SUCRE;MAÑANA;SINCELEJO;OFICIAL;INSTITUCION EDUCATIVA NUESTRA SE¿ORA DEL CARMEN;INSTITUCION EDUCATIVA NUESTRA SE¥ORA DEL CARMEN;2;A1;3;3;2;No Navega Internet;30 minutos o menos;SUCRE;SUCRE;SINCELEJO;SINCELEJO;52;262;50;55;51;52
20242;URBANO;370001001355;370001001355;SUCRE;MAÑANA;SINCELEJO;NO OFICIAL;INS EDU BETHEL;INS EDU BETHEL;3;B1;4;4;4;Entre 1 y 3 horas;Más de 2 horas;SUCRE;SUCRE;SINCELEJO;SAMPUÉS;68;373;68;77;81;75
20242;URBANO;170215000977;170215000977;SUCRE;TARDE;COROZAL;OFICIAL;I.E. NORMAL SUPERIOR DE COROZAL;I.E. NORMAL SUPERIOR DE COROZAL - SEDE PRINCIPAL;3;A1;4;3;2;Más de 3 horas;Entre 30 y 60 minutos;SUCRE;SUCRE;COROZAL;COROZAL;65;315;57;70;64;55
20242;URBANO;370001000600;370001000600;SUCRE;MAÑANA;SINCELEJO;NO OFICIAL;INSTITUCION EDUCATIVA BOSQUES DE LEON;INSTITUCION EDUCATIVA BOSQUES DE LEON;3;B+;4;4;4;Más de 3 horas;30 minutos o menos;SUCRE;SUCRE;SINCELEJO;SINCELEJO;68;374;84;76;78;74
20242;RURAL;270820000045;270820000045;SUCRE;MAÑANA;SANTIAGO DE TOLÚ;OFICIAL;INST EDUC LAS PALMAS;INST EDUC LAS PALMAS;2;A-;2;3;2;Entre 30 y 60 minutos;Más de 2 horas;SUCRE;SUCRE;SANTIAGO DE TOLÚ;SANTIAGO DE TOLÚ;51;243;39;44;51;52
20242;URBANO;370001038909;370001038909;SUCRE;MAÑANA;SINCELEJO;NO OFICIAL;INSTITUCION EDUCATIVA COMFASUCRE(ANTES CENTRO DOCEMTE CONFASUCRE);INSTITUCION EDUCATIVA COMFASUCRE (ANTES CENTRO DOCENTE COMFASUCRE);1;A2;3;2;1;Entre 1 y 3 horas;No leo por entretenimiento;SUCRE;SUCRE;SINCELEJO;SINCELEJO;35;220;67;59;43;31
20242;URBANO;170001001224;170001001224;SUCRE;UNICA;SINCELEJO;OFICIAL;INSTITUCION EDUCATIVA SAN VICENTE DE PAUL;INSTITUCION EDUCATIVA SAN VICENTE DE PAUL;3;A2;3;3;2;30 minutos o menos;Entre 30 y 60 minutos;SUCRE;SUCRE;SINCELEJO;SINCELEJO;61;291;60;63;55;53
20242;RURAL;270215000874;270215000874;SUCRE;MAÑANA;COROZAL;OFICIAL;INST EDUC LAS PEÑAS;INST EDUC LAS PEÑAS;1;A-;1;2;1;Entre 30 y 60 minutos;Entre 30 y 60 minutos;SUCRE;SUCRE;COROZAL;COROZAL;40;185;46;31;43;31
20242;RURAL;270670000050;270670000050;SUCRE;MAÑANA;SAMPUÉS;OFICIAL;I.E. SEGOVIA;I.E. SEGOVIA - SEDE PRINCIPAL;3;A1;3;4;3;Entre 30 y 60 minutos;Entre 30 y 60 minutos;SUCRE;SUCRE;SINCELEJO;SAMPUÉS;64;323;50;63;74;62
20242;RURAL;170820060116;170820060116;SUCRE;UNICA;COVEÑAS;OFICIAL;INSTITUCION  EDUCATIVA TECNICA PIO XII;SEDE PRINCIPAL INSTITUCION EDUCATIVA TECNICA PIO XII;2;A-;2;1;1;Entre 30 y 60 minutos;Entre 30 y 60 minutos;SUCRE;SUCRE;COVEÑAS;COVEÑAS;51;204;36;45;35;34
20242;URBANO;170742000080;170742000080;SUCRE;MAÑANA;SAN LUIS DE SINCÉ;OFICIAL;INST EDUC ANTONIA SANTOS;INST EDUC ANTONIA SANTOS;2;A1;3;3;3;;;SUCRE;SUCRE;SAN LUIS DE SINCÉ;SAN LUIS DE SINCÉ;55;283;55;59;55;58
20242;RURAL;270001003361;270001003361;SUCRE;UNICA;SINCELEJO;OFICIAL;INSTITUCION EDUCATIVA SAN ISIDRO DE CHOCHO;INSTITUCION EDUCATIVA SAN ISIDRO DE CHOCHO;2;A1;3;2;2;Entre 30 y 60 minutos;No leo por entretenimiento;SUCRE;SUCRE;SINCELEJO;SINCELEJO;49;251;52;62;43;46
20242;URBANO;370001000057;370001000057;SUCRE;MAÑANA;SINCELEJO;NO OFICIAL;COLEGIO NUESTRA SE¥ORA DE LAS MERCEDES;COLEGIO NUESTRA SE¥ORA DE LAS MERCEDES;4;A2;4;4;2;Entre 1 y 3 horas;Entre 30 y 60 minutos;SUCRE;SUCRE;SINCELEJO;SINCELEJO;71;325;67;71;73;44
20242;RURAL;270670000050;270670000050;SUCRE;MAÑANA;SAMPUÉS;OFICIAL;I.E. SEGOVIA;I.E. SEGOVIA - SEDE PRINCIPAL;3;A2;3;3;3;30 minutos o menos;Entre 30 y 60 minutos;SUCRE;SUCRE;SINCELEJO;SAMPUÉS;60;312;62;59;68;63
20242;URBANO;370001000057;370001000057;SUCRE;MAÑANA;SINCELEJO;NO OFICIAL;COLEGIO NUESTRA SE¥ORA DE LAS MERCEDES;COLEGIO NUESTRA SE¥ORA DE LAS MERCEDES;4;A2;4;3;3;Entre 1 y 3 horas;Entre 30 y 60 minutos;SUCRE;SUCRE;SINCELEJO;SINCELEJO;71;350;67;72;70;68
20242;URBANO;170001038314;170001038314;SUCRE;UNICA;SINCELEJO;OFICIAL;INSTITUCION EDUCATIVA VEINTE DE ENERO;INSTITUCION EDUCATIVA 20 DE ENERO;2;A-;2;2;1;Entre 1 y 3 horas;30 minutos o menos;SUCRE;SUCRE;SINCELEJO;SINCELEJO;55;217;38;38;48;34
20242;RURAL;270429060416;270429060416;SUCRE;MAÑANA;MAJAGUAL;OFICIAL;I.E. LA SIERPITA;I.E. LA SIERPITA - SEDE PRINCIPAL;2;A-;2;2;2;No Navega Internet;30 minutos o menos;SUCRE;SUCRE;SAN MARCOS;MAJAGUAL;45;216;33;46;42;43
20242;RURAL;270215000874;270215000874;SUCRE;MAÑANA;COROZAL;OFICIAL;INST EDUC LAS PEÑAS;INST EDUC LAS PEÑAS;1;A-;3;2;1;Entre 1 y 3 horas;30 minutos o menos;SUCRE;SUCRE;COROZAL;COROZAL;40;209;45;51;41;34
20242;RURAL;170708000364;170708000364;SUCRE;MAÑANA;SAN MARCOS;OFICIAL;I.E. TÉCNICO AGROPECUARIO EL LIMON;I.E. TÉCNICO AGROPECUARIO EL LIMON - SEDE PRINCIPAL;2;A-;2;2;2;Entre 30 y 60 minutos;30 minutos o menos;SUCRE;SUCRE;SAN MARCOS;SAN MARCOS;52;232;29;46;46;47
20242;URBANO;170001000121;170001000121;SUCRE;MAÑANA;SINCELEJO;NO OFICIAL;INSTITUCIÓN EDUCATIVA LICEO PANAMERICANO;I.E.LICEO PANAMERICANO;4;B1;4;4;4;Entre 1 y 3 horas;30 minutos o menos;SUCRE;SUCRE;SINCELEJO;SINCELEJO;73;375;73;80;74;74
20242;RURAL;270670000050;270670000050;SUCRE;MAÑANA;SAMPUÉS;OFICIAL;I.E. SEGOVIA;I.E. SEGOVIA - SEDE PRINCIPAL;2;A-;2;3;1;Entre 1 y 3 horas;30 minutos o menos;SUCRE;SUCRE;SINCELEJO;SAMPUÉS;51;238;47;46;55;39
20242;URBANO;370215060251;370215060251;SUCRE;SABATINA;COROZAL;NO OFICIAL;INST DE EDUC FORMAL PARA JOVENES Y ADULTOS NUEVO MILENIO;INST DE EDUC FORMAL PARA JOVENES Y ADULTOS NUEVO MILENIO - SEDE PRINCIPAL;2;A-;2;3;1;Más de 3 horas;30 minutos o menos;SUCRE;SUCRE;COROZAL;COROZAL;43;229;46;49;54;37
20242;URBANO;170742000080;170742000080;SUCRE;MAÑANA;SAN LUIS DE SINCÉ;OFICIAL;INST EDUC ANTONIA SANTOS;INST EDUC ANTONIA SANTOS;1;A-;2;2;1;Entre 30 y 60 minutos;Más de 2 horas;SUCRE;SUCRE;SAN LUIS DE SINCÉ;SAN LUIS DE SINCÉ;36;180;31;39;37;34
20242;RURAL;270742000076;270742000076;SUCRE;MAÑANA;SAN LUIS DE SINCÉ;OFICIAL;I.E. DE GRANADA;I.E. DE GRANADA - SEDE PRINCIPAL;2;A-;3;3;3;Entre 1 y 3 horas;Entre 30 y 60 minutos;SUCRE;SUCRE;SAN LUIS DE SINCÉ;SAN LUIS DE SINCÉ;49;280;46;54;64;60
20242;URBANO;370418005833;370418005833;SUCRE;SABATINA;LOS PALMITOS;NO OFICIAL;INSTITUTO SAN FERNANDO FERRINI (SEDE LOS PALMITOS);INSTITUTO SAN FERNANDO FERRINI (SEDE LOS PALMITOS) - SEDE PRINCIPAL;2;A-;2;2;1;30 minutos o menos;No leo por entretenimiento;SUCRE;SUCRE;COROZAL;LOS PALMITOS;46;205;44;42;39;36
20242;URBANO;170235000256;170235000256;SUCRE;MAÑANA;GALERAS;OFICIAL;I.E.  DE GALERAS;I.E. DE GALERAS - SEDE PRINCIPAL;3;A1;2;3;3;30 minutos o menos;No leo por entretenimiento;SUCRE;SUCRE;GALERAS;GALERAS;63;292;57;49;65;57
20242;URBANO;370001039093;370001039093;SUCRE;MAÑANA;SINCELEJO;NO OFICIAL;INSTITUCIÓN EDUCATIVA LICEO NACIONAL SHALOM;LICEO NACIONAL;2;A1;2;2;1;Entre 30 y 60 minutos;No leo por entretenimiento;SUCRE;SUCRE;SINCELEJO;SINCELEJO;42;205;54;38;42;38
20242;RURAL;270215000874;270215000874;SUCRE;MAÑANA;COROZAL;OFICIAL;INST EDUC LAS PEÑAS;INST EDUC LAS PEÑAS;3;A2;3;3;2;Entre 30 y 60 minutos;No leo por entretenimiento;SUCRE;SUCRE;COROZAL;COROZAL;60;298;63;58;67;52
20242;URBANO;170742000080;170742000080;SUCRE;MAÑANA;SAN LUIS DE SINCÉ;OFICIAL;INST EDUC ANTONIA SANTOS;INST EDUC ANTONIA SANTOS;1;A-;2;2;1;No Navega Internet;30 minutos o menos;SUCRE;SUCRE;SAN LUIS DE SINCÉ;SAN LUIS DE SINCÉ;38;208;39;48;44;37
20242;URBANO;370001039093;370001039093;SUCRE;MAÑANA;SINCELEJO;NO OFICIAL;INSTITUCIÓN EDUCATIVA LICEO NACIONAL SHALOM;LICEO NACIONAL;2;A2;3;3;2;Entre 1 y 3 horas;Entre 30 y 60 minutos;SUCRE;SUCRE;SINCELEJO;SINCELEJO;51;267;64;58;52;49
20242;URBANO;170001000091;170001000091;SUCRE;UNICA;SINCELEJO;OFICIAL;INSTITUCION EDUCATIVA RAFAEL NU¿EZ;INSTITUCION EDUCATIVA RAFAEL NU¥EZ;2;A-;2;2;1;Entre 1 y 3 horas;No leo por entretenimiento;SUCRE;SUCRE;SINCELEJO;SINCELEJO;50;227;44;44;49;39
20242;RURAL;270708000083;270708000083;SUCRE;TARDE;SAN MARCOS;OFICIAL;INST EDUC CAÑO PRIETO;INSTITUCION EDUCATIVA CAÑO PRIETO;2;A-;2;2;2;Entre 30 y 60 minutos;30 minutos o menos;SUCRE;SUCRE;SAN MARCOS;SAN MARCOS;54;237;47;43;48;45
20242;URBANO;170001000244;170001000244;SUCRE;UNICA;SINCELEJO;OFICIAL;INSTITUCION EDUCATIVA POLICARPA SALAVARRIETA;INSTITUCION EDUCATIVA POLICARPA SALAVARRIETA;3;A-;3;2;2;30 minutos o menos;No leo por entretenimiento;SUCRE;SUCRE;SINCELEJO;SINCELEJO;57;255;44;63;43;43
20242;URBANO;170215001108;170215001108;SUCRE;MAÑANA;COROZAL;OFICIAL;I.E. GABRIEL GARCIA MARQUEZ;I.E. GABRIEL GARCIA MARQUEZ - SEDE PRINCIPAL;2;A1;3;3;2;Más de 3 horas;Entre 30 y 60 minutos;SUCRE;SUCRE;COROZAL;COROZAL;54;257;49;51;59;42
20242;RURAL;270001003361;270001003361;SUCRE;UNICA;SINCELEJO;OFICIAL;INSTITUCION EDUCATIVA SAN ISIDRO DE CHOCHO;INSTITUCION EDUCATIVA SAN ISIDRO DE CHOCHO;3;A1;3;3;3;Más de 3 horas;Entre 1 y 2 horas;SUCRE;SUCRE;SINCELEJO;SINCELEJO;58;300;54;62;61;61
20242;URBANO;170670000128;170670000128;SUCRE;MAÑANA;SAMPUÉS;OFICIAL;INST EDUC MARISCAL SUCRE;INST EDUC MARISCAL SUCRE;4;A1;4;3;3;Entre 30 y 60 minutos;30 minutos o menos;SUCRE;SUCRE;SINCELEJO;SAMPUÉS;77;330;49;68;68;57
20242;URBANO;170473000035;170473000035;SUCRE;MAÑANA;MORROA;OFICIAL;INST EDUC CRISTOBAL COLON;INST EDUC CRISTOBAL COLON;3;A2;3;3;2;Entre 1 y 3 horas;Entre 1 y 2 horas;SUCRE;SUCRE;COROZAL;MORROA;61;302;62;63;64;53
20242;RURAL;270508000232;270508000305;SUCRE;MAÑANA;OVEJAS;OFICIAL;INST EDUC SAN RAFAEL;SEDE MULA SAN RAFAEL;1;A-;2;2;2;Entre 30 y 60 minutos;30 minutos o menos;SUCRE;SUCRE;OVEJAS;OVEJAS;38;210;40;48;42;41
20242;URBANO;370001039093;370001039093;SUCRE;MAÑANA;SINCELEJO;NO OFICIAL;INSTITUCIÓN EDUCATIVA LICEO NACIONAL SHALOM;LICEO NACIONAL;1;A-;2;2;1;Más de 3 horas;30 minutos o menos;SUCRE;SUCRE;SINCELEJO;SINCELEJO;36;190;45;40;36;38
20242;URBANO;370001039093;370001039093;SUCRE;MAÑANA;SINCELEJO;NO OFICIAL;INSTITUCIÓN EDUCATIVA LICEO NACIONAL SHALOM;LICEO NACIONAL;3;A2;3;3;3;;;SUCRE;SUCRE;SINCELEJO;SINCELEJO;56;289;62;55;62;57
20242;URBANO;170110000025;170110000025;SUCRE;MAÑANA;BUENAVISTA;OFICIAL;INST EDUC BUENAVISTA;INST EDUC BUENAVISTA;3;A2;4;3;3;Entre 1 y 3 horas;Entre 30 y 60 minutos;BOLIVAR;SUCRE;MAGANGUÉ;BUENAVISTA;63;319;61;70;60;63
20242;RURAL;270215000823;270215000823;SUCRE;MAÑANA;EL ROBLE;OFICIAL;INST EDUC SAN FRANCISCO;INST EDUC SAN FRANCISCO;2;A1;3;2;2;Entre 1 y 3 horas;Entre 30 y 60 minutos;SUCRE;SUCRE;COROZAL;EL ROBLE;45;231;55;56;38;43
20242;RURAL;270771011575;270771011575;SUCRE;MAÑANA;SUCRE;OFICIAL;I.E. TÉCNICO AGROPECUARIO MANUEL ALVAREZ SAMPAYO;I.E. TÉCNICO AGROPECUARIO MANUEL ALVAREZ SAMPAYO - SEDE PRINCIPAL;2;A1;3;2;2;;;SUCRE;SUCRE;SUCRE;SUCRE;43;228;55;51;44;41
20242;URBANO;370001039093;370001039093;SUCRE;MAÑANA;SINCELEJO;NO OFICIAL;INSTITUCIÓN EDUCATIVA LICEO NACIONAL SHALOM;LICEO NACIONAL;2;A1;3;2;2;Entre 1 y 3 horas;Entre 30 y 60 minutos;SUCRE;SUCRE;SINCELEJO;SINCELEJO;55;275;51;64;50;52
20242;URBANO;170215000284;170215000284;SUCRE;MAÑANA;COROZAL;OFICIAL;I.E. LICEO CARMELO PERCY VERGARA;INST EDUC LICEO CARMELO PERCY VERGARA;2;A-;3;3;1;Más de 3 horas;30 minutos o menos;SUCRE;SUCRE;COROZAL;MORROA;51;251;47;57;56;38
20242;URBANO;270820005829;270820005829;SUCRE;MAÑANA;COVEÑAS;OFICIAL;I.E. ISMAEL CONTRERAS MENESES;I.E. ISMAEL CONTRERAS MENESES - SEDE PRINCIPAL;2;A1;3;2;2;Más de 3 horas;Más de 2 horas;SUCRE;SUCRE;COVEÑAS;COVEÑAS;43;238;51;57;38;51
20242;URBANO;170215000977;170215000977;SUCRE;TARDE;COROZAL;OFICIAL;I.E. NORMAL SUPERIOR DE COROZAL;I.E. NORMAL SUPERIOR DE COROZAL - SEDE PRINCIPAL;3;A2;3;3;3;Más de 3 horas;Más de 2 horas;SUCRE;SUCRE;COROZAL;COROZAL;70;315;64;62;55;65
20242;URBANO;170820000121;170820000121;SUCRE;MAÑANA;SANTIAGO DE TOLÚ;OFICIAL;INST EDUC LUIS PATRON ROSANO;INST EDUC LUIS PATRON ROSANO;3;A2;3;3;3;Más de 3 horas;Entre 1 y 2 horas;SUCRE;SUCRE;SANTIAGO DE TOLÚ;SANTIAGO DE TOLÚ;65;312;65;57;62;65
20242;URBANO;170001038811;170001038811;SUCRE;UNICA;SINCELEJO;OFICIAL;INSTITUCION EDUCATIVA NUEVA ESPERANZA;INSTITUCION EDUCATIVA NUEVA ESPERANZA;3;A1;3;3;3;Entre 30 y 60 minutos;No leo por entretenimiento;SUCRE;SUCRE;SINCELEJO;SINCELEJO;65;312;51;58;68;62
20242;URBANO;170215000977;170215000977;SUCRE;TARDE;COROZAL;OFICIAL;I.E. NORMAL SUPERIOR DE COROZAL;I.E. NORMAL SUPERIOR DE COROZAL - SEDE PRINCIPAL;3;A1;3;2;3;Entre 1 y 3 horas;Entre 1 y 2 horas;SUCRE;SUCRE;COROZAL;COROZAL;57;277;57;62;42;60
20242;URBANO;170001001658;170001001658;SUCRE;UNICA;SINCELEJO;OFICIAL;INSTITUCION EDUCATIVA SIMON ARAUJO;INSTITUCION EDUCATIVA SIMON ARAUJO;2;A1;2;2;1;Entre 30 y 60 minutos;No leo por entretenimiento;SUCRE;SUCRE;SINCELEJO;SINCELEJO;41;209;49;44;49;31
20242;RURAL;270001003361;270001003361;SUCRE;UNICA;SINCELEJO;OFICIAL;INSTITUCION EDUCATIVA SAN ISIDRO DE CHOCHO;INSTITUCION EDUCATIVA SAN ISIDRO DE CHOCHO;4;A2;4;4;4;Entre 30 y 60 minutos;30 minutos o menos;SUCRE;SUCRE;SINCELEJO;SINCELEJO;78;367;67;68;77;73
20242;URBANO;170429000010;170429000010;SUCRE;MAÑANA;MAJAGUAL;OFICIAL;I.E. SAN JOSE;I.E. SAN JOSE - SEDE PRINCIPAL;2;A-;2;3;2;;;SUCRE;SUCRE;MAJAGUAL;MAJAGUAL;48;252;46;50;54;51
20242;URBANO;170235000108;170235000108;SUCRE;TARDE;GALERAS;OFICIAL;INST EDUC SAN ROQUE;INST EDUC SAN ROQUE;2;A1;3;2;2;Entre 1 y 3 horas;30 minutos o menos;SUCRE;SUCRE;GALERAS;GALERAS;47;226;48;52;36;45
20242;RURAL;270001000125;270001000125;SUCRE;UNICA;SINCELEJO;OFICIAL;INSTITUCION EDUCATIVA RURAL BUENAVISTA;INSTITUCION EDUCATIVA RURAL BUENAVISTA;1;A1;2;1;1;30 minutos o menos;30 minutos o menos;SUCRE;SUCRE;SINCELEJO;SINCELEJO;39;194;49;42;35;36
20242;RURAL;270742000076;270742000076;SUCRE;MAÑANA;SAN LUIS DE SINCÉ;OFICIAL;I.E. DE GRANADA;I.E. DE GRANADA - SEDE PRINCIPAL;2;A-;3;2;2;30 minutos o menos;30 minutos o menos;SUCRE;SUCRE;SAN LUIS DE SINCÉ;SAN LUIS DE SINCÉ;53;260;47;59;45;53
20242;RURAL;270523000010;270523000010;SUCRE;MAÑANA;PALMITO;OFICIAL;I.E. INDÍGENA GUAIMI;I.E. INDÍGENA GUAIMÍ - SEDE PRINCIPAL;1;A-;1;2;1;30 minutos o menos;Entre 30 y 60 minutos;SUCRE;SUCRE;SINCELEJO;PALMITO;36;180;27;35;47;29
20242;RURAL;270508000020;270508000020;SUCRE;MAÑANA;OVEJAS;OFICIAL;INST EDUC CANUTALITO;INSTITUCION EDUCATIVA CANUTALITO;1;A-;2;2;2;30 minutos o menos;Entre 1 y 2 horas;SUCRE;SUCRE;SAN PEDRO;OVEJAS;40;198;38;36;40;43
20242;URBANO;170702000150;170702000150;SUCRE;MAÑANA;SAN JUAN DE BETULIA;OFICIAL;I.E. SAN JUAN BAUTISTA;I.E. SAN JUAN BAUTISTA - SEDE PRINCIPAL;2;A-;3;3;3;Entre 30 y 60 minutos;30 minutos o menos;SUCRE;SUCRE;COROZAL;SAN JUAN DE BETULIA;55;277;44;53;54;63
20242;RURAL;270678000636;270678000636;SUCRE;MAÑANA;SAN BENITO ABAD;OFICIAL;I.E. EL CAUCHAL;I.E. EL CAUCHAL - SEDE PRINCIPAL;2;A-;2;3;1;Entre 30 y 60 minutos;Entre 30 y 60 minutos;SUCRE;SUCRE;SAN MARCOS;SAN BENITO ABAD;42;218;35;46;52;37
20242;URBANO;170523000066;170523000066;SUCRE;MAÑANA;PALMITO;OFICIAL;I.E. INDÍGENA SAN ANTONIO ABAD;I.E. INDÍGENA SAN ANTONIO ABAD - SEDE PRINCIPAL;2;A-;3;2;2;30 minutos o menos;No leo por entretenimiento;SUCRE;SUCRE;SINCELEJO;PALMITO;48;238;37;52;44;50
20242;RURAL;270508000020;270508000020;SUCRE;MAÑANA;OVEJAS;OFICIAL;INST EDUC CANUTALITO;INSTITUCION EDUCATIVA CANUTALITO;1;A-;2;2;1;30 minutos o menos;Entre 1 y 2 horas;SUCRE;SUCRE;SAN PEDRO;OVEJAS;40;198;47;36;41;39
20242;URBANO;170823000106;170823000106;SUCRE;MAÑANA;TOLÚ VIEJO;OFICIAL;I.E. HERIBERTO GARCIA GARRIDO;I.E. HERIBERTO GARCIA GARRIDO - SEDE PRINCIPAL;3;A1;4;3;3;Entre 30 y 60 minutos;30 minutos o menos;SUCRE;SUCRE;SANTIAGO DE TOLÚ;TOLÚ VIEJO;67;335;53;70;68;68
20242;URBANO;170001001429;170001001429;SUCRE;UNICA;SINCELEJO;OFICIAL;INSTITUCION EDUCATIVA JOSE IGNACIO LOPEZ;INSTITUCION EDUCATIVA JOSE IGNACIO LOPEZ;2;A1;3;3;1;Más de 3 horas;No leo por entretenimiento;SUCRE;SUCRE;SINCELEJO;SINCELEJO;55;265;51;52;66;40
20242;URBANO;170265000005;170265000005;SUCRE;MAÑANA;GUARANDA;OFICIAL;I.E. DE GUARANDA;I.E. DE GUARANDA - SEDE PRINCIPAL;2;A1;3;2;2;;;SUCRE;SUCRE;MAJAGUAL;GUARANDA;44;242;55;53;48;46
20242;URBANO;370001001355;370001001355;SUCRE;MAÑANA;SINCELEJO;NO OFICIAL;INS EDU BETHEL;INS EDU BETHEL;3;B1;4;4;3;Más de 3 horas;No leo por entretenimiento;SUCRE;SUCRE;SINCELEJO;SINCELEJO;67;346;75;72;76;60
20242;RURAL;270429060211;270429060211;SUCRE;TARDE;MAJAGUAL;OFICIAL;I.E. MIRAFLORES;I.E. MIRAFLORES - SEDE PRINCIPAL;2;A-;2;2;2;Entre 30 y 60 minutos;Entre 30 y 60 minutos;SUCRE;SUCRE;SAN MARCOS;MAJAGUAL;45;225;40;46;43;48
20242;URBANO;170001000414;170001000414;SUCRE;UNICA;SINCELEJO;OFICIAL;INSTITUCION EDUCATIVA NORMAL SUPERIOR DE SINCELEJO;INSTITUCION EDUCATIVA NORMAL SUPERIOR DE SINCELEJO;2;A-;2;2;1;Entre 1 y 3 horas;No leo por entretenimiento;SUCRE;SUCRE;SINCELEJO;SINCELEJO;49;207;43;43;41;32
20242;RURAL;270670000254;270670000548;SUCRE;MAÑANA;SAMPUÉS;OFICIAL;INSTITUCION EDUCATIVA INDIGENA SAN JOSE DE HUERTAS CHICAS;CENTRO EDUCATIVO INDIGENA SAGRADO CORAZON DE JESUS;2;A1;2;3;2;Más de 3 horas;30 minutos o menos;SUCRE;SUCRE;SINCELEJO;SAMPUÉS;46;243;52;50;54;43
20242;URBANO;170001001658;170001001658;SUCRE;UNICA;SINCELEJO;OFICIAL;INSTITUCION EDUCATIVA SIMON ARAUJO;INSTITUCION EDUCATIVA SIMON ARAUJO;3;A2;4;3;3;Entre 1 y 3 horas;30 minutos o menos;SUCRE;SUCRE;SINCELEJO;SINCELEJO;60;318;62;66;68;61
20242;URBANO;170717000059;170717800004;SUCRE;MAÑANA;SAN PEDRO;OFICIAL;I.E. SANTA ROSA DE LIMA;ANTIGUA CUBANA;3;A1;2;2;1;No Navega Internet;Entre 30 y 60 minutos;SUCRE;SUCRE;SAN PEDRO;SAN PEDRO;56;227;49;43;45;36
